Race,IFNG,CCL4,IL33,PDL2,CD3,ICOSLG,MSH2,RAD52,PRKCD,DNArepair,CD274,IFNB1,PDCD1,B2M,IFNAR1,JAK1,TYK2,TLR3,TLR9,TNFRSF4,IL15,TIGIT,GZMA,ATM,BCL6,BRCA1,BRCA2,CD163,CD19,CD40,CD86,CXCL9,CXCR5,EZH2,HLA-DRA,ICAM1,IDO1,IL6,ITGAM,ITGAX,NFKB2,NOS2,PECAM1,STAT3,TNF,VCAM1,HLA-E,CTLA4,GZMB,PRF1,GNLY,HLA-A,HLA-B,HLA-C,IFNGR1,IFNGR2,STAT1,IRF1,PSMB9,ICAM2,ICAM3,ICAM4,ICAM5,CCR5,CCL3,CCL5,CXCL10,CXCL11,IL7R,CYBB,HLA-DQA1,HLA-DMA,CD84,HLA-DPA1,HLA-DQB1,CD4,CD3D,CD3G,PTPRC,CD2,CD96,CD3E,HLA-F,HLA-G,CD1C,HAVCR2,SH2D1A,TNFRSF17,MS4A1,C10orf54,FLT3LG,CD68,FOXP3,KIR2DL1,KIR2DL3,NCR3LG1,RAD1,MSH6,MLH1,PALB2,PMS2,ATR,CHEK1,CHEK2,FANCF,RAD51,MDC1,PARP1,IL2RA,CXCR3,CXCR6,SIGLEC7,CD276,VTCN1,HHLA2,CD8A,CD8B,KLRC2,NCR1,KLRK1
African American,-0.120505947,0.375343545,0.058066,0.034835062,-0.004601365,0.192301888,0.11878765,0.152744494,0.621539882,-0.594131886,-0.126450403,-0.275245766,0.165477333,1.666424847,0.542060227,0.499217182,0.058951425,0.207701283,0.193360086,0.034318803,-0.196781034,0.079627497,0.406195359,0.291505126,0.448181856,0.021434892,-0.07726357,-0.036229579,-0.063449737,0.024290901,-0.025176347,0.06915881,-0.101533951,0.008062367,2.082896607,-0.005486296,0.122383903,-0.004860458,-0.028179813,0.065565392,0.162664865,-0.126384165,0.121986047,0.98759154,-0.153767059,0.083560848,0.765577563,0.104885118,0.163167133,0.179384853,-0.064086092,0.657126826,0.79489935,1.006555169,0.421922739,0.558401599,0.658080319,0.229081503,0.165532911,-0.000703216,0.014147368,-0.373901836,-0.207315565,0.156868816,0.217688046,0.662442514,0.218536611,0.061464813,0.078113482,0.230499421,0.582410944,0.136836513,0.081518745,0.78139967,0.760034852,0.022136601,0.037396599,-0.004601365,0.237650172,0.165362603,0.214983571,0.055960868,0.219962041,0.146088998,0.022185953,0.083383836,-0.038542977,-0.084500145,-0.141160195,0.181151871,0.076632297,0.911371312,0.011464439,-0.169706128,-0.191558527,-0.031850843,0.592593804,0.385614936,0.186492018,0.164214768,0.378410231,0.328791891,0.009865193,-0.081079997,-0.013014705,-0.078102105,0.234620083,0.296257244,-0.139997718,-0.18918584,0.225589538,0.016908665,0.447972848,0.032888988,-0.095569358,-0.090013007,0.073589942,0.037118157,-0.006189345,0.007055458
African American,0.021845666,0.660240499,0.132926299,0.175834412,0.155683537,0.360792759,0.202669148,0.294988666,0.523888021,-0.399518412,-0.146222273,-0.282233225,0.187557326,1.503026041,0.729815383,0.534309863,0.053957063,0.280088045,-0.12544937,-0.02780038,-0.193147989,-0.069426772,0.554953483,0.511599237,0.578766088,0.066533215,-0.060339157,0.163873919,-0.087374806,0.071653908,0.031117387,0.430609386,-0.211839994,0.138674916,2.019744188,0.125502032,-0.076638801,-0.10303992,-0.01903729,0.208782521,0.134812525,-0.133803793,0.303207625,1.2824273,-0.227808432,0.280672449,0.66685559,0.1364521,0.155507765,0.145630923,-0.136760817,0.640007095,0.468478821,0.71731334,0.818004086,0.460114658,0.746860327,0.271288453,0.276254754,-0.010282413,0.13156738,-0.349795159,-0.291284126,0.209956575,0.682516695,1.010551225,0.250277879,-0.113142654,0.398688723,0.27463173,0.713408574,0.235893773,0.202844865,0.628599316,0.637820023,0.102027236,0.532393995,0.155683537,0.567144945,0.329140409,0.189288503,0.160445423,0.175638361,-0.05220164,0.027390213,0.083318749,-0.054672123,-0.189729221,-0.10966504,0.158193216,0.044976114,1.145106859,0.00595891,-0.280561597,-0.210438306,-0.013202648,0.779823497,0.495441769,0.417743725,0.222502487,0.427896178,0.452850364,0.020649565,0.085609816,0.032164916,-0.049345853,0.240073421,0.293378992,0.01896044,-0.239751632,0.126588946,-0.086775215,0.674520727,0.393749687,-0.223601937,0.06189544,0.277906448,0.027451868,0.038330113,0.132778425
African American,-0.204627501,0.455250251,0.232381143,0.076175311,-0.097462118,0.113540391,0.132359954,0.197252966,0.536518589,-0.347233098,-0.093338152,-0.133005664,0.035928767,1.806859091,0.887278976,0.447101643,0.039943479,-0.001800065,-0.168003794,-0.232610077,-0.284561243,-0.161762632,0.175281616,0.560900303,1.001110467,0.048638299,-0.105463048,0.250162588,-0.151217968,0.067873416,-0.020290612,0.805300336,-0.25342385,0.080124152,2.033834428,0.026911521,-0.070020117,0.258786302,-0.119957487,0.194091841,0.265545201,-0.149069577,0.580003099,1.543610879,-0.202940454,0.397196584,0.88650092,-0.039966413,0.288127465,0.048731528,-0.228998359,0.803558876,0.969678873,1.032355362,0.589667869,0.701275718,1.229293495,0.347564531,0.195533369,0.105483911,0.173763674,-0.422828185,-0.278429913,0.215532252,0.341891343,0.828752293,0.511743175,0.408736599,0.227178565,0.273077072,0.77941329,0.045625843,0.057833978,0.642732192,0.041572631,0.146657838,0.053533482,-0.097462118,0.378859836,-0.022461765,0.106544771,0.136838266,0.183362725,0.022173643,-0.000723467,-0.066684927,-0.055922786,-0.266571125,-0.0864651,0.136393286,0.121803308,1.387338765,0.016506083,-0.313172891,-0.203051217,0.026816897,0.720815378,0.521232084,0.302573763,0.178600799,0.36979056,0.425014935,0.081044548,0.095191983,0.02518578,-0.084887835,0.157372419,0.35067427,0.124278726,-0.13815396,0.049185294,0.044771275,0.417564442,-0.040636132,-0.217479287,-0.084453556,0.077695718,-0.07882684,-0.099832565,0.043213758
African American,0.19456007,0.473123773,0.470014524,0.12773633,0.285186094,0.286269185,0.1420574,0.074987335,0.328558538,-0.603734901,-0.064671798,-0.107371338,0.171104598,1.76477904,0.739849337,0.67860676,-0.03596982,0.414324867,-0.057934144,-0.058641086,-0.225934975,-0.034014624,0.776024991,0.502936598,0.409415701,-0.073618905,-0.127386705,0.053685491,-0.095249887,0.109962859,0.168409039,1.27329234,-0.148446525,0.008743974,2.912117668,0.051746154,0.078792656,-0.135756938,-0.011872124,0.200485126,0.070485859,-0.11937204,0.33273969,0.777288405,-0.319364195,0.255442179,0.925912987,0.200216393,0.307930905,0.018720973,-0.160716062,1.054509731,1.075787039,1.176923967,0.55949379,0.526276077,1.197152664,0.362736771,0.403834602,0.054470971,0.119916592,-0.541864388,-0.350875385,0.266617424,0.365332825,1.271963216,0.962845686,0.176836749,0.361896402,0.601915335,1.344976887,0.342842525,0.247442872,1.198734068,1.095271892,0.169085284,0.455911926,0.285186094,0.83335566,0.616928477,0.404565224,0.286599085,0.451376077,0.107211309,0.16895381,0.034164077,0.11153107,-0.102375654,0.024456866,0.199941594,0.007518349,1.222631142,0.184902012,-0.318284373,-0.229552535,0.050460809,0.719039147,0.491288139,0.327637749,0.162490837,0.25575333,0.262089139,-0.067368597,-0.012640672,0.070715452,-0.019873131,0.183859205,0.285152271,-0.036886311,-0.150539677,0.101491237,-0.016280514,0.616414283,0.134131503,-0.133770918,0.09744807,0.268090546,0.051785757,-0.064669111,0.054092276
African American,0.199139804,0.440053877,0.215671498,0.008821618,0.343756941,0.285270605,0.226689215,0.232810767,0.478529116,-0.565669977,-0.121468763,-0.118112915,0.191920896,1.46948105,0.419682934,0.449002296,0.068823322,0.423884031,-0.233571533,-0.121714337,-0.063977484,-0.198463438,0.41928779,0.371591041,0.291233999,0.071190972,-0.025418307,0.016657967,-0.021414114,0.102726441,0.241961545,0.342119379,-0.233645529,-0.037579643,2.164625062,-0.015525574,-0.03471534,-0.015011034,0.006070699,0.201680819,0.194736045,-0.075451365,0.280405057,0.966034298,-0.182290578,-0.017292244,0.628589566,0.114808404,0.343982117,-0.004019891,0.002996797,0.577277521,0.672718196,0.77506205,0.357217604,0.303180493,0.938871538,0.326923549,0.178475081,0.094904564,0.106912495,-0.374374771,-0.252758682,0.144512638,0.496301452,1.220946436,0.128596965,-0.147487116,0.2317796,0.306713272,1.014713992,0.302833714,0.257586023,0.445926194,1.444369716,0.169803689,0.386203693,0.343756941,0.634482283,0.286105144,0.308310808,0.274831651,0.221547724,-0.01708621,0.094331043,0.041752189,0.018509259,-0.138300265,-0.022706053,0.233167733,0.250850012,1.3078021,0.066904132,-0.178837606,-0.088669121,-0.017106724,0.82621187,0.321390136,0.255463868,0.229451294,0.298020287,0.236382596,0.006973279,0.080652531,-0.020021018,0.071381483,0.235515681,0.146033378,0.096689897,-0.146640535,0.079652491,0.185162802,0.266306749,0.140083686,-0.144357085,-0.076254678,0.339603692,0.13296343,0.013748713,0.023708315
African American,-0.248476162,0.648509874,0.071636086,0.088038909,0.125879939,0.19357599,0.340676697,0.26440675,0.651878956,-0.473057963,-0.163234025,-0.301761564,0.242033557,1.419573244,0.749258326,0.649569551,0.136845311,0.170731092,-0.048088818,0.109786585,-0.215304331,0.014086175,0.38017042,0.470172154,0.98725733,0.124207901,0.003646723,0.070304165,-0.058194376,0.036996083,0.255416999,0.440269675,-0.110525634,0.394232636,2.570450834,0.27437619,0.016175776,0.191676891,0.044997703,0.333114662,0.231154003,-0.067271812,0.424131881,1.47425474,0.004823437,0.214921057,0.809995971,0.149821215,0.218756381,0.036009893,-0.086166333,0.553388923,0.786594206,1.001275121,0.433325813,0.634383802,0.861727653,0.45307283,0.294993861,0.137760517,0.009617133,-0.212746522,-0.228038037,0.27782239,0.995223804,0.889918392,0.368051938,-0.044312228,0.373438591,0.543069347,1.063179309,0.390076055,0.198204175,0.865407241,0.706633639,0.297577629,0.388433692,0.125879939,0.689708807,0.372504467,0.337411482,0.097015447,0.203144588,0.106720972,0.16415726,0.03676292,-0.062222495,-0.09394893,0.086950887,0.145834916,0.171157854,1.396688573,0.013627055,-0.202888337,-0.170953826,-0.226083564,0.68676255,0.553528435,0.362005222,0.190782405,0.522372655,0.492486168,0.079470779,0.145704235,-0.08245294,-0.054659478,0.402875385,0.339035659,-0.085242686,-0.121893049,0.196276038,0.08392884,0.436238612,0.155072823,-0.162225264,-0.010137716,0.18935144,-0.040274879,0.127118419,0.05201565
African American,-0.140060438,0.172329358,0.179754114,0.115099367,0.244015198,0.12060824,0.196599941,0.225521792,0.744778137,-0.42141244,-0.012726779,-0.250993108,0.161567506,1.426734211,0.848183484,0.715956718,0.06886061,0.298079444,0.098413512,-0.132696194,-0.141730517,-0.061660114,0.492498301,0.61002682,0.682554358,-0.039198218,-0.143236475,0.353871758,-0.200265193,0.166102592,0.088853432,0.410546244,-0.3096808,-0.010463622,2.445503397,-0.007928452,-0.093806535,-0.230172314,-0.070457023,0.178790046,0.087281633,-0.195033011,0.513465302,1.215061357,-0.19399564,0.211917734,0.761236478,-0.023990462,0.272371277,0.123542239,-0.146118908,0.653070755,0.762436396,0.737616352,0.564028452,0.675509014,1.06764644,0.332751346,0.215281696,0.114485813,0.083861741,-0.625780623,-0.433881978,0.229794001,0.150860643,0.919901981,0.538421423,0.03918661,0.352278424,0.516426161,1.633587971,0.367729284,0.232400453,0.39184839,0.849190665,0.060522098,0.264005493,0.244015198,0.655212056,0.273084038,0.246887534,0.16992539,0.181091913,-0.071368296,0.085252239,0.101392153,-0.105654789,-0.063522081,-0.015191647,0.187583655,0.062252255,1.247350935,-0.003360199,-0.312812048,-0.247051965,0.126124901,0.8455132,0.531841818,0.501242657,0.292452243,0.564159508,0.554834816,-0.037852661,-0.030608424,0.054097059,-0.023329674,0.296321474,0.357435961,-0.035156563,-0.373003437,0.141140326,-0.110337409,0.586821429,0.123326854,-0.216029056,0.010829574,0.197417504,0.159475375,-0.100910793,0.202272114
African American,0.067201848,0.551504843,0.394372982,0.341891291,0.371073208,0.344012316,0.169128327,0.324684515,0.512092243,-0.575219553,-0.067824327,-0.068400809,0.166034449,1.672152116,0.667575422,0.568434172,0.04521795,0.238171764,-0.088138167,-0.008306669,-0.09138494,0.011678309,0.686260712,0.53499673,0.532591106,0.02662916,-0.138315713,0.174832479,-0.062575594,0.174179373,0.08574381,0.866875548,-0.220937535,0.071072119,2.484804706,0.093075302,-0.053127025,-0.047317415,-0.02514054,0.180438992,0.119857733,-0.09588117,0.418881791,1.081693013,-0.100162904,0.189477981,0.93191565,0.239117275,0.222720191,0.200721816,-0.017936859,0.747295079,0.721776175,0.968301466,0.707775739,0.432570537,1.218574534,0.400077169,0.283899628,0.111316834,0.118669031,-0.370544079,-0.239372822,0.411463014,0.749947846,1.301199298,0.357741239,-0.061138998,0.291720746,0.458535263,1.343116172,0.325666721,0.315575498,0.46892141,1.218813177,0.325790367,0.357150133,0.371073208,0.931621593,0.467471492,0.36936033,0.223021555,0.295017619,0.163281014,0.145943269,0.083124403,0.223022225,-0.036631417,0.141593723,0.097442418,0.069540297,1.269153418,0.150548265,-0.284440699,-0.207888035,0.033240516,0.83683265,0.483500904,0.371958313,0.188349162,0.477009139,0.456920217,0.052428141,0.05253634,0.114782399,-0.073681477,0.234210224,0.205304912,-0.000673642,-0.218779944,0.216382488,-0.032018933,0.397511074,0.306152611,-0.176652809,0.034865205,0.28592893,0.164980259,-0.019048724,0.23286714
African American,-0.334373306,-0.036118248,0.104813172,0.054146409,-0.134554343,0.237151121,0.205246643,0.309494028,0.804649199,-0.333487979,-0.131157223,-0.423550939,0.044096935,1.164679644,0.782799112,0.704995751,0.097316634,0.078792118,-0.089720816,-0.227655627,-0.263605421,-0.240223961,0.13339172,0.335720777,0.651616581,-0.008433696,-0.11917129,0.225859436,-0.266756249,-0.053270855,0.059842817,0.275942596,-0.301701282,0.266303595,1.908568641,-0.006890255,-0.053846629,-0.12190076,-0.045786399,0.233849056,0.226043516,-0.213294481,0.250908439,1.36088867,-0.279377736,0.218739912,0.580875078,0.145824173,0.102355647,0.115004011,-0.205418878,0.544745258,0.618622528,0.681580355,0.460783413,0.758918097,0.814382019,0.369214646,0.162906166,0.091937332,0.134391518,-0.448121241,-0.475313778,0.14194345,0.254942346,0.484856491,0.096664742,-0.2092517,0.277334715,0.203147859,0.929363511,0.053321078,-0.012482048,0.24093586,0.741406939,0.061698639,0.076700597,-0.134554343,0.371374583,0.101860863,0.120553285,0.064399834,0.095817801,0.013991685,0.114390426,0.020848366,-0.253344932,-0.351041285,-0.141805196,0.09280353,0.015646643,1.050172405,-0.052079635,-0.244440265,-0.200823192,-0.06728043,0.665793196,0.367661859,0.274429651,0.093670433,0.624058949,0.346198389,-0.017621032,0.084248733,-0.084234447,-0.110206438,0.199238851,0.380955167,-0.052504629,-0.286478051,0.232281724,-0.129474216,0.532777077,0.184513082,-0.231219781,-0.094798143,0.147494091,-0.07748414,-0.098079985,-0.068415434
African American,-0.1503306,0.365173268,0.287530402,0.291305771,0.030050982,0.28365125,0.115000198,0.373106509,0.684485513,-0.624278774,-0.14826557,-0.289703986,-0.063337336,1.428390854,0.513196891,0.706744178,0.137678773,0.401189532,-0.043581365,-0.339921197,-0.292849558,-0.24777289,0.40696614,0.516975562,0.754964389,-0.068019626,-0.044756242,0.444193133,-0.169968092,0.215522578,-0.038316715,0.310735079,-0.323003042,-0.167484818,2.209391306,-0.040204622,-0.141343098,-0.260370076,-0.050552691,0.242517166,0.189370304,-0.13162999,0.49652722,1.061533461,-0.351151945,0.222582128,0.764884483,0.159569725,0.190126385,0.157346681,-0.260451677,0.74966297,0.883834663,0.772649749,0.359521481,0.656720344,0.933427423,0.253843257,0.247765775,0.084336877,0.130608991,-0.515851142,-0.358111817,0.244042889,0.475322031,1.064809968,0.13208358,-0.192917664,0.140755754,0.471584294,1.000716727,0.24843908,0.244419193,0.884881741,0.274475941,0.183755642,0.215277443,0.030050982,0.442310427,0.203473193,0.300504304,0.262254941,0.173660392,0.008329885,0.007364381,0.04239343,-0.052216686,-0.30577022,0.030020338,0.30643099,0.108505669,1.53543202,-0.076778524,-0.339850619,-0.119763244,-0.144274413,0.704194006,0.373470555,0.114684298,0.195543218,0.324173794,0.305761402,-0.057554235,-0.040885854,-0.034364175,-0.021343961,0.390689685,0.217436989,-0.151760352,-0.317593865,-0.04666626,0.060147591,0.487166879,0.37555666,-0.26423073,-0.134300239,0.080698071,-0.005574405,-0.089072788,0.055172012
African American,-0.325756653,0.025273871,0.275398652,0.281133125,-0.105723222,0.284816549,0.20208434,0.481856264,0.864149892,-0.379626732,-0.099872323,-0.432529338,0.206743847,1.200652211,0.702230721,0.767817518,0.1320201,0.480436816,0.061550918,0.101633361,-0.212807142,-0.140603915,0.296891365,0.700624393,0.62537157,-0.071164707,-0.190084525,-0.04405216,-0.210138743,0.215070072,0.106668301,0.003628798,-0.345069258,0.025544987,2.151605467,0.068664881,-0.072636624,-0.141207334,-0.041463484,0.245169566,0.243745838,-0.220317871,0.429028649,1.157441036,-0.05145246,0.13809784,0.857645527,-0.021596761,0.188757852,0.071070746,-0.158266971,0.865862235,0.899641488,0.948069937,0.48209558,0.686761985,0.767213548,0.363224597,0.226374751,0.171091046,0.05254266,-0.472626282,-0.305801907,0.384039064,0.220185977,0.834126331,-0.064691964,-0.211829769,0.128852511,0.406764252,1.33834888,0.393705265,0.152437454,1.016057908,0.806610259,0.21056416,0.058968663,-0.105723222,0.420717097,0.176158894,0.081628519,0.057626834,0.240917291,0.016164537,0.192966016,0.031131121,-0.170942689,-0.175959879,-0.226892999,0.257754145,0.255263889,1.264382927,0.005995332,-0.310927715,-0.192161306,-0.000256926,0.679817201,0.517101739,0.306488919,0.318249945,0.59234243,0.483181659,-0.112336746,0.064225531,-0.076501195,-0.130439869,0.42576157,0.363310531,-0.161573614,-0.205629604,0.172019269,-0.0352976,0.787251082,0.275047187,-0.285959577,-0.002225117,0.111485083,-0.126489588,-0.123916053,-0.001120431
African American,-0.281341201,0.247169575,0.203972992,0.223937894,-0.009676737,0.2501497,0.174510655,0.323875459,0.719712358,-0.444821571,-0.159555054,-0.270501043,0.054393089,1.514380362,0.775303976,0.717243699,0.260182094,0.347807826,-0.031544982,-0.089189874,-0.195914198,-0.042753944,0.364294132,0.494907828,0.808249865,0.002509137,-0.044795762,0.55748488,-0.125859445,0.008716841,0.177731907,0.707768693,-0.086098622,0.100453419,2.595362683,0.046951649,-0.000119255,-0.236168187,-0.046084605,0.378033798,0.245885827,-0.143375331,0.677728303,1.415702098,-0.140787444,0.252228998,0.742728673,0.128708662,0.187847187,0.153083208,-0.069115266,0.866935325,0.753644021,1.032335182,0.674909874,0.632241271,1.139538332,0.236452611,0.096452683,0.067607893,0.059124961,-0.377717157,-0.237689335,0.199994343,0.218663596,1.008297299,0.659202279,0.113087948,0.391283911,0.622305461,1.951932229,0.248093441,0.329703098,1.145789759,1.123950532,0.367652603,0.258514337,-0.009676737,0.608972329,0.28854195,0.133996123,0.125124605,0.285887068,-0.068615855,0.025872252,0.038230707,-0.1942828,-0.338013288,-0.07395036,0.220630831,0.261641823,1.632555689,0.069820526,-0.260937283,-0.127342962,0.044699429,0.612151215,0.531944233,0.308212753,0.324699612,0.345878537,0.458321059,0.220737168,-0.00369096,-0.068452103,0.018672632,0.339158379,0.377983716,0.043284393,-0.161171184,0.122990064,0.016432656,0.547885616,0.042621966,-0.254507044,-0.022993089,0.038422636,-0.01984144,-0.00589718,-0.008519653
African American,-0.200789931,0.033937054,-0.074616695,0.016682572,-0.136092615,0.132706906,0.189286282,0.280220187,0.748621088,-0.176224842,-0.136472531,-0.228158594,0.156956607,1.130677448,0.819908498,0.382185471,0.042758248,-0.023803537,-0.003386448,-0.132954507,-0.116245322,0.003198771,0.158752249,0.503799526,0.104387679,-0.014474676,-0.070253297,-0.05338887,-0.03173709,0.060156275,0.086757503,0.093027486,-0.221724483,0.059442534,0.763912301,0.005434953,-0.059408704,-0.01487688,-0.022902011,0.016823144,0.096455194,-0.078802433,0.091495746,0.726432198,-0.110287559,0.098284221,0.41934709,-0.120579775,0.262650162,0.080280411,-0.100648114,0.296322454,0.430208531,0.63575029,0.535446845,0.571156436,0.543900564,0.056572694,0.120051989,0.119781314,0.082716823,-0.213433438,-0.129854375,0.04871411,-0.005482596,0.070927161,-0.063294403,-0.070207153,-0.041078259,0.164806846,0.678684575,0.077353991,-0.031733602,0.196779229,0.470845429,0.061620017,-0.063638385,-0.136092615,0.08695682,-0.040417394,0.024898942,0.001404073,0.039762838,-0.025364404,-0.034392772,0.033728648,-0.122552684,-0.156012895,-0.070030303,0.075497745,0.134605522,0.732020859,0.093115442,-0.181986837,-0.120631637,-0.002049676,0.628270882,0.392273037,0.23414106,0.184686245,0.277392809,0.428537928,-0.027622227,0.040109961,0.17318739,-0.075694664,0.232749303,0.35835436,0.110292335,-0.057538329,0.021306818,0.070093315,0.407815792,0.088767384,-0.102347426,-0.107244441,0.249486861,-0.049172605,0.221308472,-0.174604705
African American,0.083603552,0.238537935,0.283949566,0.164556572,0.004783853,0.240334127,0.106415196,0.294056748,0.491730916,-0.644477313,-0.106262149,0.007028228,0.314725349,1.309512542,0.482046879,0.429131391,0.00068221,0.27919636,-0.064800753,0.090017797,-0.187386227,-0.104158822,0.409827419,0.384740321,0.32904098,0.080369915,-0.05096406,0.007127519,-0.101051389,0.058361032,0.001738572,-0.118327871,-0.057229105,-0.05251825,1.856304185,0.030934737,-0.045292855,-0.031512666,0.092075279,0.093213735,0.086045904,-0.088056985,0.31997705,0.92138062,-0.099898679,0.205927927,0.622836819,0.06270606,0.163713225,0.157457999,-0.062067934,0.578204642,0.586318128,0.79423091,0.330810963,0.434890514,0.652944675,0.110181581,0.334158236,0.243123414,0.192435264,-0.308255547,-0.185958888,0.219116419,0.167694436,0.980397374,-0.045833251,-0.207421233,0.047705906,0.242159476,0.988511009,0.152913792,0.091449317,0.615945985,1.283096911,0.130712684,0.312045825,0.004783853,0.380886594,0.210292784,0.213695563,0.071707712,0.127722212,-0.043982817,0.299123469,0.098692228,-0.107009594,-0.000518729,-4.57E-05,0.240235057,0.224771931,1.116391553,0.014086545,-0.18752594,-0.097956422,0.113867175,0.620328509,0.233061821,0.124639672,0.245223837,0.28668271,0.186983745,0.079447184,0.060286661,0.011720764,0.1657612,0.089190785,0.178561289,0.129328201,-0.151952156,0.046957858,-0.005083303,0.495874469,0.279248606,-0.130726881,0.097965575,0.330886386,0.081307709,0.14014395,0.058935004
African American,-0.280801366,0.437344992,0.182562892,0.153389909,0.049333667,0.154157333,0.223613141,0.293432477,0.71738996,-0.536008806,-0.192362043,-0.157294574,0.135563907,1.554483483,1.147776297,0.647122572,0.160861302,0.186747394,0.061911811,0.051834991,-0.21704342,-0.031398357,0.230397062,0.410581895,0.984184161,-0.0632931,-0.129687617,0.128983192,-0.088699151,0.120469469,0.075733235,0.055281829,-0.162041641,0.067668808,1.540748132,0.177366199,-0.039071631,0.48037185,-0.028725428,0.201462374,0.349742938,-0.144574611,0.427681603,1.525916264,-0.032812978,0.60538536,0.917181128,0.033737226,0.357808524,0.13866883,-0.045739117,1.18698213,0.798965787,1.40232903,0.923881537,0.845595225,1.138941368,0.87661546,0.286273035,0.10005152,0.108203569,-0.424188615,-0.181329759,0.350516081,0.758179207,0.582130043,-0.072113322,-0.086040282,-0.010014104,0.194330742,0.760977226,0.422887898,0.003833694,0.95909805,0.406541011,0.2130662,0.214997261,0.049333667,0.27430913,0.145737607,0.092209078,-0.114422278,0.240100412,0.052237524,0.052811733,0.045142831,-0.090389934,-0.205058558,-0.174159177,0.220058507,0.103956296,1.370433287,-0.035896101,-0.257135209,-0.193581898,-0.163939769,0.694454847,0.477897306,0.452927078,0.281356316,0.623532045,0.431597283,-0.096603375,0.110189585,0.074721315,-0.116902052,0.300675755,0.463009968,-0.046583828,-0.183774103,0.025163618,0.119015688,0.693507703,0.204280004,-0.082250338,-0.028357858,0.229479194,-0.063746933,0.098902257,0.032045501
African American,-0.241869811,-0.123865656,-0.143851211,0.057496474,-0.08859791,0.272794965,0.170800061,0.479981024,0.853448798,0.269481535,-0.007292756,-0.251552901,0.082629461,1.013767538,0.995118846,0.595743436,0.087157597,-0.026016048,-0.036274975,-0.172806958,-0.166387408,-0.203715448,0.08039771,0.570661924,0.35615018,0.066723952,-0.112408173,-0.039030718,-0.1501088,-0.095295361,-0.055255346,-0.207520317,-0.206984852,0.056364083,0.932606172,-0.219121929,-0.098651012,-0.10829369,-0.087374536,0.104982961,0.10307524,-0.099855066,0.481395243,0.731126545,-0.185806908,-0.160190068,0.29394444,-0.228066289,0.153333854,0.065482843,-0.15958452,0.257025776,0.39451363,0.726718399,0.533987226,0.563363653,0.69645199,0.230415022,0.024368678,0.139750797,0.232739848,-0.412560346,-0.276584119,0.118223184,0.090970592,0.066682407,-0.240033087,-0.335860873,-0.088906888,0.112409294,0.150898092,0.016776813,-0.091104603,0.384674747,0.099573006,0.121579161,-0.223227996,-0.08859791,-0.045672377,-0.191243359,-0.013623727,-0.087892515,0.015009813,-0.074328676,-0.028895176,-0.116888606,-0.090236996,-0.0651547,-0.142947263,0.025057355,0.044690674,0.692368177,-0.071302947,-0.333734945,-0.197063326,-0.056310475,0.766591982,0.578413708,0.535895469,0.399941249,0.507593996,0.849090951,-0.033164926,0.062939574,0.222146008,0.17818903,0.343795371,0.206578655,-0.252136734,-0.247605344,-0.065712885,-0.048070473,0.686750064,0.039684944,-0.196098505,-0.164330407,-0.004134541,0.020766743,-0.097074919,-0.101168611
African American,-0.077600243,0.590744347,0.306088924,0.009957038,-0.037791613,0.020625553,0.243235793,0.198382903,0.540435292,-0.453965625,-0.113030777,-0.165326178,0.045998337,1.635634924,0.660263495,0.487322402,0.041940716,0.290172096,-0.169290794,-0.028783928,-0.193013478,0.003658018,0.117766969,0.370709159,0.247115559,0.079715006,-0.04438321,0.179254631,-0.08539891,0.050594591,0.165928549,0.211967633,-0.371709401,0.05276746,2.421627198,-0.10981156,-0.063259604,-0.156303824,-0.018548756,0.176261256,-0.065182061,-0.125804187,0.5050836,1.106972431,-0.148306484,0.128292113,0.644957717,-0.0987645,0.269127407,0.043145196,-0.111180971,0.552378999,0.58616102,0.565904066,0.224123817,0.609198134,0.992452094,0.091862419,0.316444176,0.128833967,0.082104533,-0.359545684,-0.197577765,0.132821356,1.017122059,0.737763439,0.13702856,-0.192506125,-0.14497883,0.752212623,1.522324631,0.231746514,0.21456484,0.876124055,0.796090713,0.161007323,0.085074789,-0.037791613,0.362829816,0.217347766,0.127067592,0.073680893,0.132133335,-0.049418329,-0.068869191,0.065462487,-0.102295929,-0.07660965,-0.068492848,0.105558854,0.143293221,1.951281167,-0.035581801,-0.349320818,-0.091953634,0.006864011,0.676976653,0.324378507,0.189619581,0.201893261,0.280501876,0.195848382,-0.047145153,-0.023986142,0.089615875,-0.090605165,0.161107977,0.113758573,-0.188076736,-0.181420952,0.067461366,-0.021410374,0.548974514,-0.00544904,-0.275473605,-0.067008184,0.053567909,-0.078116753,0.119390184,-0.143988198
